reference,additionalContext,verse,question,answer,grammaticality,acceptability
Amos 3:1,"Hear this word that the LORD has spoken against you, O children of Israel, against the whole family which I brought up from the land of Egypt, saying: ""You only have I known of all the families of the earth; Therefore I will punish you for all your iniquities.""","Hear this word that the LORD has spoken against you, O children of Israel, against the whole family which I brought up from the land of Egypt, saying:","(1pt) According to Amos 3:1, against what family has the Lord spoken?",The whole family which I brought up from the land of Egypt,5,4
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, the virgin of Israel lies on her land. How is she described?",Forsaken,5,3
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, where does the virgin of Israel lie?",She lies forsaken on her land,5,5
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, the virgin of Israel lies forsaken on what?",Her land,5,5
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, who has fallen?",The virgin of Israel,5,5
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, what will the virgin of Israel not do?",Rise no more,4,4
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, what has happened to the virgin of Israel?",The virgin of Israel has fallen,5,4
Amos 5:2,"Hear this word which I take up against you, a lamentation, O house of Israel: The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up. For thus says the Lord GOD: ""The city that goes out by a thousand Shall have a hundred left, And that which goes out by a hundred Shall have ten left to the house of Israel.""",The virgin of Israel has fallen; She will rise no more. She lies forsaken on her land; There is no one to raise her up.,"(1pt) According to Amos 5:2, why does the virgin of Israel lie forsaken on her land?",There is no one to raise her up,5,5
3 John 1:5,"I have no greater joy than to hear that my children walk in truth. Beloved, you do faithfully whatever you do for the brethren and for strangers, who have borne witness of your love before the church. If you send them forward on their journey in a manner worthy of God, you will do well,","Beloved, you do faithfully whatever you do for the brethren and for strangers,","(1pt) According to 3 John 1:5, what does John say about the brethren and strangers?","Beloved, you do faithfully whatever you do for the brethren and for strangers",3,3
3 John 1:5,"I have no greater joy than to hear that my children walk in truth. Beloved, you do faithfully whatever you do for the brethren and for strangers, who have borne witness of your love before the church. If you send them forward on their journey in a manner worthy of God, you will do well,","Beloved, you do faithfully whatever you do for the brethren and for strangers,","(1pt) According to 3 John 1:5, what does John say the beloved are doing faithfully?",Whatever you do,5,5
3 John 1:5,"I have no greater joy than to hear that my children walk in truth. Beloved, you do faithfully whatever you do for the brethren and for strangers, who have borne witness of your love before the church. If you send them forward on their journey in a manner worthy of God, you will do well,","Beloved, you do faithfully whatever you do for the brethren and for strangers,","(1pt) According to 3 John 1:5, what does John call the people he is writing to?",Beloved,5,5
3 John 1:5,"I have no greater joy than to hear that my children walk in truth. Beloved, you do faithfully whatever you do for the brethren and for strangers, who have borne witness of your love before the church. If you send them forward on their journey in a manner worthy of God, you will do well,","Beloved, you do faithfully whatever you do for the brethren and for strangers,","(1pt) According to 3 John 1:5, the brethren and whom have borne witness of the children's love before the church?",Strangers,4,3
3 John 1:5,"I have no greater joy than to hear that my children walk in truth. Beloved, you do faithfully whatever you do for the brethren and for strangers, who have borne witness of your love before the church. If you send them forward on their journey in a manner worthy of God, you will do well,","Beloved, you do faithfully whatever you do for the brethren and for strangers,","(1pt) According to 3 John 1:5, how do the beloved do whatever they do for the brethren and for strangers?",Faithfully,4,4
3 John 1:5,"I have no greater joy than to hear that my children walk in truth. Beloved, you do faithfully whatever you do for the brethren and for strangers, who have borne witness of your love before the church. If you send them forward on their journey in a manner worthy of God, you will do well,","Beloved, you do faithfully whatever you do for the brethren and for strangers,","(1pt) According to 3 John 1:5, whom do the beloved faithfully do things for?",The brethren,5,4
Deuteronomy 10:12,"Then the LORD said to me, ""Arise, begin your journey before the people, that they may go in and possess the land which I swore to their fathers to give them.' ""And now, Israel, what does the LORD your God require of you, but to fear the LORD your God, to walk in all His ways and to love Him, to serve the LORD your God with all your heart and with all your soul, and to keep the commandments of the LORD and His statutes which I command you today for your good?","""And now, Israel, what does the LORD your God require of you, but to fear the LORD your God, to walk in all His ways and to love Him, to serve the LORD your God with all your heart and with all your soul,","(1pt) According to Deuteronomy 10:12, who does the Lord require to fear Him?",Israel,5,5
Deuteronomy 10:12,"Then the LORD said to me, ""Arise, begin your journey before the people, that they may go in and possess the land which I swore to their fathers to give them.' ""And now, Israel, what does the LORD your God require of you, but to fear the LORD your God, to walk in all His ways and to love Him, to serve the LORD your God with all your heart and with all your soul, and to keep the commandments of the LORD and His statutes which I command you today for your good?","""And now, Israel, what does the LORD your God require of you, but to fear the LORD your God, to walk in all His ways and to love Him, to serve the LORD your God with all your heart and with all your soul,","(2pts) According to Deuteronomy 10:12, Israel was to serve the Lord with what?",(1) all your heart (2) all your soul,5,5
Ruth 4:11,"Moreover, Ruth the Moabitess, the widow of Mahlon, I have acquired as my wife, to perpetuate the name of the dead through his inheritance, that the name of the dead may not be cut off from among his brethren and from his position at the gate. You are witnesses this day."" And all the people who were at the gate, and the elders, said, ""We are witnesses. The LORD make the woman who is coming to your house like Rachel and Leah, the two who built the house of Israel; and may you prosper in Ephrathah and be famous in Bethlehem. May your house be like the house of Perez, whom Tamar bore to Judah, because of the offspring which the LORD will give you from this young woman.""","And all the people who were at the gate, and the elders, said, ""We are witnesses. The LORD make the woman who is coming to your house like Rachel and Leah, the two who built the house of Israel; and may you prosper in Ephrathah and be famous in Bethlehem.","(2pts) According to Ruth 4:11, where did the elders and all the people say they wanted Boaz to prosper and be famous?",(1) In Ephrathah (2) In Bethlehem,5,4
Ruth 4:11,"Moreover, Ruth the Moabitess, the widow of Mahlon, I have acquired as my wife, to perpetuate the name of the dead through his inheritance, that the name of the dead may not be cut off from among his brethren and from his position at the gate. You are witnesses this day."" And all the people who were at the gate, and the elders, said, ""We are witnesses. The LORD make the woman who is coming to your house like Rachel and Leah, the two who built the house of Israel; and may you prosper in Ephrathah and be famous in Bethlehem. May your house be like the house of Perez, whom Tamar bore to Judah, because of the offspring which the LORD will give you from this young woman.""","And all the people who were at the gate, and the elders, said, ""We are witnesses. The LORD make the woman who is coming to your house like Rachel and Leah, the two who built the house of Israel; and may you prosper in Ephrathah and be famous in Bethlehem.","(1pt) According to Ruth 4:11, all the people and the elders who were at what place, said ""We are witnesses""?",The gate,4,5
Ruth 4:11,"Moreover, Ruth the Moabitess, the widow of Mahlon, I have acquired as my wife, to perpetuate the name of the dead through his inheritance, that the name of the dead may not be cut off from among his brethren and from his position at the gate. You are witnesses this day."" And all the people who were at the gate, and the elders, said, ""We are witnesses. The LORD make the woman who is coming to your house like Rachel and Leah, the two who built the house of Israel; and may you prosper in Ephrathah and be famous in Bethlehem. May your house be like the house of Perez, whom Tamar bore to Judah, because of the offspring which the LORD will give you from this young woman.""","And all the people who were at the gate, and the elders, said, ""We are witnesses. The LORD make the woman who is coming to your house like Rachel and Leah, the two who built the house of Israel; and may you prosper in Ephrathah and be famous in Bethlehem.","(1pt) According to Ruth 4:11, the witnesses say that the Lord should make the woman who is coming to Boaz's house like whom?",Rachel and Leah,5,4
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, when does Paul hear that there are divisions among you?",When you come together as a church,5,5
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, Paul says that when the Corinthians come together as a church, he does what?",Hear it,3,2
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(2pts) According to 1 Corinthians 11:18, what does Paul do when he comes together as a church?",(1) Hears that there are divisions among them (2) Believes it in part,3,3
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, when the Corinthians come together how does Paul hear that there are divisions among them?",As a church,3,2
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, when the Corinthians come together as a church, Paul says that he hears that there is what among them?",Divisions,5,5
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, what does Paul hear when the people come together as a church?",Divisions among them,5,4
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, when does Paul hear that there are divisions among the Corinthians?",First of all,3,3
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, how much does Paul believe that there are divisions among the Corinthians?",In part,5,5
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, what does Paul hear when the Corinthians come together as a church?",That there are divisions among them,5,5
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, what does Paul say he hears about when the Corinthians come together as a church?",Divisions among the Corinthians,5,5
1 Corinthians 11:18,"Now in giving these instructions I do not praise you, since you come together not for the better but for the worse. For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it. For there must also be factions among you, that those who are approved may be recognized among you.","For first of all, when you come together as a church, I hear that there are divisions among you, and in part I believe it.","(1pt) According to 1 Corinthians 11:18, what does Paul do with the information he hears about divisions in the church?",He believes it,5,4
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, what question did King Rehoboam ask the elders?",How do you advise me to answer these people?,5,5
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, who did King Rehoboam consult?",The elders,5,5
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, who did King Rehoboam ask the elders how to answer?",These people,3,3
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, when had the elders stood before Solomon?",While he still lived,5,5
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, who consulted the elders who stood before his father Solomon while he still lived?",Rehoboam,4,5
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, King Rehoboam consulted the elders who had stood before whom?",His father Solomon,5,5
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, what did King Rehoboam do with the elders who stood before his father Solomon while he still lived?",Consulted them,4,5
1 Kings 12:6,"So he said to them, ""Depart for three days, then come back to me."" And the people departed. Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?"" And they spoke to him, saying, ""If you will be a servant to these people today, and serve them, and answer them, and speak good words to them, then they will be your servants forever.""","Then King Rehoboam consulted the elders who stood before his father Solomon while he still lived, and he said, ""How do you advise me to answer these people?""","(1pt) According to 1 Kings 12:6, who did King Rehoboam consult?",The elders who stood before his father Solomon while he still lived,5,5
Judges 13:18,"Then Manoah said to the Angel of the LORD, ""What is Your name, that when Your words come to pass we may honor You?"" And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?"" So Manoah took the young goat with the grain offering, and offered it upon the rock to the LORD. And He did a wondrous thing while Manoah and his wife looked on--","And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?""","(1pt) According to Judges 13:18, what question did the Angel of the Lord ask Manoah?","Why do you ask My name, seeing it is wonderful?",5,5
Judges 13:18,"Then Manoah said to the Angel of the LORD, ""What is Your name, that when Your words come to pass we may honor You?"" And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?"" So Manoah took the young goat with the grain offering, and offered it upon the rock to the LORD. And He did a wondrous thing while Manoah and his wife looked on--","And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?""","(1pt) According to Judges 13:18, what did the Angel of the Lord say was wonderful?",His name,5,5
Judges 13:18,"Then Manoah said to the Angel of the LORD, ""What is Your name, that when Your words come to pass we may honor You?"" And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?"" So Manoah took the young goat with the grain offering, and offered it upon the rock to the LORD. And He did a wondrous thing while Manoah and his wife looked on--","And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?""","(1pt) According to Judges 13:18, what did Samson do that was wonderful?",Asked for the name of the Angel of the Lord,2,2
Judges 13:18,"Then Manoah said to the Angel of the LORD, ""What is Your name, that when Your words come to pass we may honor You?"" And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?"" So Manoah took the young goat with the grain offering, and offered it upon the rock to the LORD. And He did a wondrous thing while Manoah and his wife looked on--","And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?""","(1pt) According to Judges 13:18, the Angel of the Lord told Manoah that Manoah should not ask for the Angel's name because it is what?",Wonderful,4,2
Judges 13:18,"Then Manoah said to the Angel of the LORD, ""What is Your name, that when Your words come to pass we may honor You?"" And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?"" So Manoah took the young goat with the grain offering, and offered it upon the rock to the LORD. And He did a wondrous thing while Manoah and his wife looked on--","And the Angel of the LORD said to him, ""Why do you ask My name, seeing it is wonderful?""","(1pt) According to Judges 13:18, who asked why Samson asked for his name?",The Angel of the Lord,5,2
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, what are we to commit our souls to God in?",doing good,4,4
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, who should commit their souls to God?",those who suffer according to the will of God,5,5
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, what should you do according to the will of God?",suffer,4,3
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, those who suffer according to the will of God should commit their souls to Him in doing good, as to what?",a faithful Creator,5,5
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, those who suffer according to the will of God are to commit their souls to God in doing what?",good,5,5
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, what are those who suffer according to the will of God to commit?",their souls to God,5,5
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, those who suffer should commit their souls to God, doing good as to a faithful Creator. According to what should they suffer?",the will of God,4,4
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, what should those who suffer commit to God?",their souls,5,5
1 Peter 4:19,"Now ""If the righteous one is scarcely saved, Where will the ungodly and the sinner appear?"" Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","Therefore let those who suffer according to the will of God commit their souls to Him in doing good, as to a faithful Creator.","(1pt) According to 1 Peter 4:19, what does Peter say to do to those who suffer according to the will of God?","commit their souls to Him in doing good, as to a faithful Creator",3,3
