reference,additionalContext,verse,question,answer,grammaticality,acceptability
1 Peter 3:4,"Do not let your adornment be merely outward--arranging the hair, wearing gold, or putting on fine apparel-- rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God. For in this manner, in former times, the holy women who trusted in God also adorned themselves, being submissive to their own husbands,","rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God.","(1pt) According to 1 Peter 3:4, what has incorruptible beauty?",The gentle and quiet spirit,4,5
1 Peter 3:4,"Do not let your adornment be merely outward--arranging the hair, wearing gold, or putting on fine apparel-- rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God. For in this manner, in former times, the holy women who trusted in God also adorned themselves, being submissive to their own husbands,","rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God.","(1pt) According to 1 Peter 3:4, what does Peter say a wife should let her adornment be?",The hidden person of the heart,5,3
1 Peter 3:4,"Do not let your adornment be merely outward--arranging the hair, wearing gold, or putting on fine apparel-- rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God. For in this manner, in former times, the holy women who trusted in God also adorned themselves, being submissive to their own husbands,","rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God.","(1pt) According to 1 Peter 3:4, a gentle and quiet spirit is very precious in what?",The sight of God,5,5
1 Peter 3:4,"Do not let your adornment be merely outward--arranging the hair, wearing gold, or putting on fine apparel-- rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God. For in this manner, in former times, the holy women who trusted in God also adorned themselves, being submissive to their own husbands,","rather let it be the hidden person of the heart, with the incorruptible beauty of a gentle and quiet spirit, which is very precious in the sight of God.","(2pts) According to 1 Peter 3:4, the hidden person of the heart is described as having the incorruptible beauty of a spirit that is what?",(1) gentle (2) quiet,4,4
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, how do the chariots seem?",Like torches,4,4
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, what seems like torches?",The chariots,5,5
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, where do the chariots jostle one another?",The broad roads,5,5
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, what do the chariots do in the streets?",Rage,5,4
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, where do the chariots rage?",In the streets,5,5
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(2pts) According to Nahum 2:4, what do the chariots that rage in the streets seem like and run like?",(1) They seem like torches (2) They run like lightning,5,5
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, what does the Lord say about the chariots in the streets?",The chariots jostle one another in the broad roads,4,2
Nahum 2:4,"The shields of his mighty men are made red, The valiant men are in scarlet. The chariots come with flaming torches In the day of his preparation, And the spears are brandished. The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning. He remembers his nobles; They stumble in their walk; They make haste to her walls, And the defense is prepared.","The chariots rage in the streets, They jostle one another in the broad roads; They seem like torches, They run like lightning.","(1pt) According to Nahum 2:4, the chariots run like what?",Lightning,4,4
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, what do they heap up?",earthen mounds,3,4
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(2pts) According to Habakkuk 1:10, what do they  do to kings and princes?",(1) scoff at them (2) scorn them,3,4
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, what do they deride?",every stronghold,3,3
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, who is scorned by them?",princes,3,3
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(2pts) According to Habakkuk 1:10, what two things do the Babylonians do to every stronghold?",(1) heap up earthen mounds (2) seize it,3,2
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(2pts) According to Habakkuk 1:10, who are scorned by the Chaldeans?",(1) kings (2) princes,5,4
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, what do the Babylonians do to princes?",scorn them,5,5
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, what do they scoff at?",kings,3,3
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, what do the Chaldeans deride?",stronghold,4,4
Habakkuk 1:10,"""They all come for violence; Their faces are set like the east wind. They gather captives like sand. They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it. Then his mind changes, and he transgresses; He commits offense, Ascribing this power to his god.""","They scoff at kings, And princes are scorned by them. They deride every stronghold, For they heap up earthen mounds and seize it.","(1pt) According to Habakkuk 1:10, what kind of mounds do the Chaldeans heap up?",earthen,4,4
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, when ""it""  filled the land, what was covered with its shadow?",The hills,3,3
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what did the mighty cedars cover with their boughs?",Its boughs,4,1
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what happened to the hills when the tree filled the land?",The shadow of the tree covered them,4,4
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what were covered with the shadow of the oak tree?",The boughs of the cedars,4,3
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what were covered with the shadow of the vine?",The cedars,4,3
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, when the oaks filled the land, what covered the hills?",The mighty cedars with its boughs,4,3
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what covered the hills?",The shadow of the tree,4,4
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what covered the hills?",The mighty cedars,4,3
Psalm 80:10,"You prepared room for it, And caused it to take deep root, And it filled the land. The hills were covered with its shadow, And the mighty cedars with its boughs. She sent out her boughs to the Sea, And her branches to the River.","The hills were covered with its shadow, And the mighty cedars with its boughs.","(1pt) According to Psalm 80:10, what did the tree do to the hills?",The hills were covered with the shadow of the tree,5,4
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, in his prayer, Jonah said that those who regard worthless idols do what?",Forsook their own mercy,4,4
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, what do those do who forsake their own mercy?",Regard worthless idols,4,3
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, in his prayer, Jonah said that those who regard what forsake their own mercy?",Idols,4,4
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, when my soul fainted within me, I remembered the Lord. What does Jonah say about those who regard worthless idols?",Those who regard worthless idols forsake their own mercy,3,3
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, what do those who regard worthless idols forsake?",Mercy,4,4
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, who forsakes their own mercy?",Those who regard worthless idols,5,5
Jonah 2:8,"""When my soul fainted within me, I remembered the LORD; And my prayer went up to You, Into Your holy temple. ""Those who regard worthless idols Forsake their own Mercy. But I will sacrifice to You With the voice of thanksgiving; I will pay what I have vowed. Salvation is of the LORD.""","""Those who regard worthless idols Forsake their own Mercy.","(1pt) According to Jonah 2:8, in Jonah's prayer, he says that those who regard idols have forsaken their own Mercy. What kind of idols are those idols?",Worthless,5,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(2pts) According to James 4:8, what should you cleanse?",(1) Your hands and (2) your hearts,5,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(1pt) According to James 4:8, what should you cleanse?",Your hands,4,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(1pt) According to James 4:8, what kind of people are to purify their hearts?",Double-minded,4,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(2pts) According to James 4:8, what does James say that sinners should do?",(1) Cleanse your hands (2) purify your hearts,4,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(1pt) According to James 4:8, who will draw near to you if you draw near to whom?",God,3,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(2pts) According to James 4:8, who are to cleanse their hands and purify their hearts?",(1) You sinners and (2) double-minded,4,4
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(2pts) According to James 4:8, if you draw near to whom, what will happen?",(1) God and (2) He will draw near to you,3,2
James 4:8,"Therefore submit to God. Resist the devil and he will flee from you. Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded. Lament and mourn and weep! Let your laughter be turned to mourning and your joy to gloom.","Draw near to God and He will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded.","(1pt) According to James 4:8, what are you to purify?",Your hearts,3,3
