reference,additionalContext,verse,question,answer,grammaticality,acceptability
Acts 13:46,"But when the Jews saw the multitudes, they were filled with envy; and contradicting and blaspheming, they opposed the things spoken by Paul. Then Paul and Barnabas grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles. For so the Lord has commanded us: ""I have set you as a light to the Gentiles, That you should be for salvation to the ends of the earth.""'","Then Paul and Barnabas grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles.","(1pt) According to Acts 13:46, since the people rejected the word of God and judged themselves unworthy of everlasting life, Paul and Barnabas turned to whom?",The Gentiles,5,5
Acts 13:46,"But when the Jews saw the multitudes, they were filled with envy; and contradicting and blaspheming, they opposed the things spoken by Paul. Then Paul and Barnabas grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles. For so the Lord has commanded us: ""I have set you as a light to the Gentiles, That you should be for salvation to the ends of the earth.""'","Then Paul and Barnabas grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles.","(2pts) According to Acts 13:46, who grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles""?",(1) Paul and (2) Barnabas,5,5
Acts 13:46,"But when the Jews saw the multitudes, they were filled with envy; and contradicting and blaspheming, they opposed the things spoken by Paul. Then Paul and Barnabas grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles. For so the Lord has commanded us: ""I have set you as a light to the Gentiles, That you should be for salvation to the ends of the earth.""'","Then Paul and Barnabas grew bold and said, ""It was necessary that the word of God should be spoken to you first; but since you reject it, and judge yourselves unworthy of everlasting life, behold, we turn to the Gentiles.","(2pts) According to Acts 13:46, why did Paul and Barnabas say it was necessary for the word of God to be spoken to the Jews first?",(1) You reject it and (2) judge yourselves unworthy of everlasting life,4,4
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, what is Ai to this day?",A desolation,5,3
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, who burned Ai and made it a heap forever?",Joshua,5,5
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, what did Joshua make Ai?",A heap forever,4,3
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, the heap that Joshua made of Ai is a desolation for how long?",To this day,2,2
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, what did Joshua make Ai into?","A heap forever, a desolation to this day",4,5
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, what happened to Ai?",Ai was burned and made a heap forever,5,4
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, how long did Joshua make Ai a heap?",Forever,4,2
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, what happened to Ai after Joshua burned it?","Ai was made a heap forever, a desolation to this day",4,2
Joshua 8:28,"Only the livestock and the spoil of that city Israel took as booty for themselves, according to the word of the LORD which He had commanded Joshua. So Joshua burned Ai and made it a heap forever, a desolation to this day. And the king of Ai he hanged on a tree until evening. And as soon as the sun was down, Joshua commanded that they should take his corpse down from the tree, cast it at the entrance of the gate of the city, and raise over it a great heap of stones that remains to this day.","So Joshua burned Ai and made it a heap forever, a desolation to this day.","(1pt) According to Joshua 8:28, what did Joshua burn and make a heap forever?",Ai,5,5
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, when Timothy rebukes those who are sinning in the presence of all, what may happen?",The rest also may fear,4,4
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, what are you to do to those who are sinning in the presence of all?",Rebuke them,5,5
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, who is to be rebuked in the presence of all?",Those who are sinning,5,5
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, how are those who are sinning rebuked?","In the presence of all, that the rest also may fear",4,4
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, what should the rest do when they see those who are sinning rebuked in the presence of all?",Fear,5,5
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, those who are doing what should be rebuked in the presence of all?",Sinning,5,5
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, what are you to do to those who are sinning?",Rebuke them in the presence of all,5,5
1 Timothy 5:20,"Do not receive an accusation against an elder except from two or three witnesses. Those who are sinning rebuke in the presence of all, that the rest also may fear. I charge you before God and the Lord Jesus Christ and the elect angels that you observe these things without prejudice, doing nothing with partiality.","Those who are sinning rebuke in the presence of all, that the rest also may fear.","(1pt) According to 1 Timothy 5:20, Timothy is to rebuke those who are sinning in the presence of all, that who may fear?",The rest,3,2
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, what is the lowly brother to do in his exaltation?",Glory in it,5,5
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, the rich are to glory in what?",The lowly brother's exaltation,5,5
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, who should glory in his exaltation?",The lowly,4,4
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, who should glory in his exaltation?",The lowly brother,5,4
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, what is the lowly brother to glory in?",His exaltation,5,5
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, what should the lowly brother do?",The lowly brother glory in his exaltation,3,3
James 1:9,"he is a double-minded man, unstable in all his ways. Let the lowly brother glory in his exaltation, but the rich in his humiliation, because as a flower of the field he will pass away.","Let the lowly brother glory in his exaltation,","(1pt) According to James 1:9, the lowly brother should glory in his what?",The exaltation,5,4
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says that he could wish that the Corinthians reign as kings. What does he say he could wish?",That we also might reign with you,3,2
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(2pts) According to 1 Corinthians 4:8, Paul says that the Corinthians are already what?",(1) Full (2) Rich,4,5
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says that he could wish that the Corinthians reign where?",With us,4,3
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says that the Corinthians are already what?",Full,4,2
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says he could wish the Corinthians did what?",Reign with them,4,1
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says that the Corinthians are already what?",Rich,4,2
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says that the Corinthians have reigned how?",As kings,4,5
1 Corinthians 4:8,"For who makes you differ from another? And what do you have that you did not receive? Now if you did indeed receive it, why do you boast as if you had not received it? You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you! For I think that God has displayed us, the apostles, last, as men condemned to death; for we have been made a spectacle to the world, both to angels and to men.","You are already full! You are already rich! You have reigned as kings without us--and indeed I could wish you did reign, that we also might reign with you!","(1pt) According to 1 Corinthians 4:8, Paul says that he could do what?",Wish you did reign,3,1
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, what was Queen Vashti to wear when the king brought her before him?",Her royal crown,5,5
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, why did the king want Queen Vashti to wear her royal crown?",To show her beauty to the people and the officials,5,5
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, who was beautiful to behold?",Queen Vashti,5,5
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, the king wanted Queen Vashti to be brought before him in order to show her beauty to whom?",The people and the officials,5,5
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, what was Queen Vashti to be shown to the people and the officials?",Her beauty,3,4
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, the king was to bring Queen Vashti before whom?",The king,2,1
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, whose beauty was to be shown to the people and the officials?",Queen Vashti's,5,5
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, whose crown was Vashti to wear when she was brought before him?",The king's,5,5
Esther 1:11,"On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, Abagtha, Zethar, and Carcas, seven eunuchs who served in the presence of King Ahasuerus, to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold. But Queen Vashti refused to come at the king's command brought by his eunuchs; therefore the king was furious, and his anger burned within him.","to bring Queen Vashti before the king, wearing her royal crown, in order to show her beauty to the people and the officials, for she was beautiful to behold.","(1pt) According to Esther 1:11, why did the king want to bring Queen Vashti before him?",To behold her beauty,5,5
1 Samuel 18:26,"Then Saul said, ""Thus you shall say to David: ""The king does not desire any dowry but one hundred foreskins of the Philistines, to take vengeance on the king's enemies.""' But Saul thought to make David fall by the hand of the Philistines. So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired; therefore David arose and went, he and his men, and killed two hundred men of the Philistines. And David brought their foreskins, and they gave them in full count to the king, that he might become the king's son-in-law. Then Saul gave him Michal his daughter as a wife.","So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired;","(1pt) According to 1 Samuel 18:26, how did David feel when his servants told him about Saul's offer?",It pleased David well to become the king's son-in-law,4,4
1 Samuel 18:26,"Then Saul said, ""Thus you shall say to David: ""The king does not desire any dowry but one hundred foreskins of the Philistines, to take vengeance on the king's enemies.""' But Saul thought to make David fall by the hand of the Philistines. So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired; therefore David arose and went, he and his men, and killed two hundred men of the Philistines. And David brought their foreskins, and they gave them in full count to the king, that he might become the king's son-in-law. Then Saul gave him Michal his daughter as a wife.","So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired;","(1pt) According to 1 Samuel 18:26, the days had not done what?",Expired,5,5
1 Samuel 18:26,"Then Saul said, ""Thus you shall say to David: ""The king does not desire any dowry but one hundred foreskins of the Philistines, to take vengeance on the king's enemies.""' But Saul thought to make David fall by the hand of the Philistines. So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired; therefore David arose and went, he and his men, and killed two hundred men of the Philistines. And David brought their foreskins, and they gave them in full count to the king, that he might become the king's son-in-law. Then Saul gave him Michal his daughter as a wife.","So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired;","(1pt) According to 1 Samuel 18:26, when did it please David well to become the king's son-in-law?",When his servants told him these words,4,4
1 Samuel 18:26,"Then Saul said, ""Thus you shall say to David: ""The king does not desire any dowry but one hundred foreskins of the Philistines, to take vengeance on the king's enemies.""' But Saul thought to make David fall by the hand of the Philistines. So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired; therefore David arose and went, he and his men, and killed two hundred men of the Philistines. And David brought their foreskins, and they gave them in full count to the king, that he might become the king's son-in-law. Then Saul gave him Michal his daughter as a wife.","So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired;","(1pt) According to 1 Samuel 18:26, who told David that Saul wanted to give his daughter to David as a wife?",His servants,5,5
1 Samuel 18:26,"Then Saul said, ""Thus you shall say to David: ""The king does not desire any dowry but one hundred foreskins of the Philistines, to take vengeance on the king's enemies.""' But Saul thought to make David fall by the hand of the Philistines. So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired; therefore David arose and went, he and his men, and killed two hundred men of the Philistines. And David brought their foreskins, and they gave them in full count to the king, that he might become the king's son-in-law. Then Saul gave him Michal his daughter as a wife.","So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired;","(1pt) According to 1 Samuel 18:26, what condition was necessary for David to become king Saul's son-in-law?",The days had not expired,3,2
1 Samuel 18:26,"Then Saul said, ""Thus you shall say to David: ""The king does not desire any dowry but one hundred foreskins of the Philistines, to take vengeance on the king's enemies.""' But Saul thought to make David fall by the hand of the Philistines. So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired; therefore David arose and went, he and his men, and killed two hundred men of the Philistines. And David brought their foreskins, and they gave them in full count to the king, that he might become the king's son-in-law. Then Saul gave him Michal his daughter as a wife.","So when his servants told David these words, it pleased David well to become the king's son-in-law. Now the days had not expired;","(1pt) According to 1 Samuel 18:26, how did it please David to become the king's son-in-law?",Well,2,1
