reference,additionalContext,verse,question,answer,grammaticality,acceptability
Jeremiah 25:27,"all the kings of the north, far and near, one with another; and all the kingdoms of the world which are on the face of the earth. Also the king of Sheshach shall drink after them. ""Therefore you shall say to them, ""Thus says the LORD of hosts, the God of Israel: ""Drink, be drunk, and vomit! Fall and rise no more, because of the sword which I will send among you.""' And it shall be, if they refuse to take the cup from your hand to drink, then you shall say to them, ""Thus says the LORD of hosts: ""You shall certainly drink!","""Therefore you shall say to them, ""Thus says the LORD of hosts, the God of Israel: ""Drink, be drunk, and vomit! Fall and rise no more, because of the sword which I will send among you.""'","(2pts) According to Jeremiah 25:27, who says to drink, be drunk, vomit, fall and rise no more?",(1) the Lord of hosts (2) the God of Israel,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, what does God do to the Valley of Succoth?",Measure out,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, God says He will measure out the Valley of what?",Succoth,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(3pts) According to Psalm 108:7, what three things does God say He will do?",(1) Rejoice (2) Divide Shechem (3) Measure out the Valley of Succoth,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, who has spoken in His holiness?",God,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, God will do what?",Rejoice,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, in what has God spoken?",His holiness,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, what did God say He would measure out?",The Valley of Succoth,,
Psalm 108:7,"That Your beloved may be delivered, Save with Your right hand, and hear me. God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth. Gilead is Mine; Manasseh is Mine; Ephraim also is the helmet for My head; Judah is My lawgiver.","God has spoken in His holiness: ""I will rejoice; I will divide Shechem And measure out the Valley of Succoth.","(1pt) According to Psalm 108:7, what will God do to Shechem?",Divide Shechem,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, how many eyes are upon the stone that the Lord has laid before Joshua?",Seven,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, the Lord of hosts says that He has laid a stone before whom?",Joshua,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, how many eyes does the stone that the Lord has laid before Joshua have?",7,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, what will the Lord of Hosts remove in one day?",The iniquity of that land,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, in how long will the Lord remove the iniquity of the land?",One day,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, what did the Lord say He would engrave?",The inscription on the stone,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, what does the Lord say He has laid before Joshua?",The stone that I have laid before Joshua,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, what would the Lord remove from the land in one day?",Iniquity,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, what does the Lord say are on the stone that He laid before Joshua?",Seven eyes,,
Zechariah 3:9,"""Hear, O Joshua, the high priest, You and your companions who sit before you, For they are a wondrous sign; For behold, I am bringing forth My Servant the BRANCH. For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day. In that day,' says the LORD of hosts, ""Everyone will invite his neighbor Under his vine and under his fig tree.""'","For behold, the stone That I have laid before Joshua: Upon the stone are seven eyes. Behold, I will engrave its inscription,' Says the LORD of hosts, ""And I will remove the iniquity of that land in one day.","(1pt) According to Zechariah 3:9, who said that He would engrave its inscription?",The Lord of hosts,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, the way of the lazy man is like what?",A hedge of thorns,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, the way of the lazy man is like a what?",A hedge,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, the way of what is like a hedge of thorns?",The way of the lazy man,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, the way of the lazy man is like what?",A hedge of thorns that is like a highway,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, the way of the lazy man is like a hedge of what?",Thorns,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, what is a highway?",The way of the upright,,
Proverbs 15:19,"A wrathful man stirs up strife, But he who is slow to anger allays contention. The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway. A wise son makes a father glad, But a foolish man despises his mother.","The way of the lazy man is like a hedge of thorns, But the way of the upright is a highway.","(1pt) According to Proverbs 15:19, the way of the upright is like what?",A highway,,
Malachi 4:5,"""Remember the Law of Moses, My servant, Which I commanded him in Horeb for all Israel, With the statutes and judgments. Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD.","(1pt) According to Malachi 4:5, who will be sent before the coming of the great and dreadful day of the Lord?",Elijah the prophet,,
Malachi 4:5,"""Remember the Law of Moses, My servant, Which I commanded him in Horeb for all Israel, With the statutes and judgments. Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD.","(1pt) According to Malachi 4:5, when would the Lord send Elijah the prophet?",Before the coming of the great and dreadful day of the Lord,,
Malachi 4:5,"""Remember the Law of Moses, My servant, Which I commanded him in Horeb for all Israel, With the statutes and judgments. Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD. And he will turn The hearts of the fathers to the children, And the hearts of the children to their fathers, Lest I come and strike the earth with a curse.""","Behold, I will send you Elijah the prophet Before the coming of the great and dreadful day of the LORD.","(1pt) According to Malachi 4:5, the Lord will send Elijah the prophet before the coming of the great and dreadful day of whom?",The Lord,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, what is hidden with Christ in God?",your life,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, your life is hidden with whom?",Christ in God,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, where is your life hidden with Christ?",God,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, what have you done?",Died,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, because you died, what has happened to your life?",Your life is hidden with Christ in God,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, who is our life?",Christ,,
Colossians 3:3,"Set your mind on things above, not on things on the earth. For you died, and your life is hidden with Christ in God. When Christ who is our life appears, then you also will appear with Him in glory.","For you died, and your life is hidden with Christ in God.","(1pt) According to Colossians 3:3, when you died, your life was what?",Hidden with Christ in God,,
Nehemiah 2:10,"Then I went to the governors in the region beyond the River, and gave them the king's letters. Now the king had sent captains of the army and horsemen with me. When Sanballat the Horonite and Tobiah the Ammonite official heard of it, they were deeply disturbed that a man had come to seek the well-being of the children of Israel. So I came to Jerusalem and was there three days.","When Sanballat the Horonite and Tobiah the Ammonite official heard of it, they were deeply disturbed that a man had come to seek the well-being of the children of Israel.","(1pt) According to Nehemiah 2:10, Sanballat and Tobiah were deeply disturbed that a man had come to seek what?",The well-being of the children of Israel,,
