reference,additionalContext,verse,question,answer,grammaticality,acceptability
2 Kings 8:11,"And Elisha said to him, ""Go, say to him, ""You shall certainly recover.' However the LORD has shown me that he will really die."" Then he set his countenance in a stare until he was ashamed; and the man of God wept. And Hazael said, ""Why is my lord weeping?"" He answered, ""Because I know the evil that you will do to the children of Israel: Their strongholds you will set on fire, and their young men you will kill with the sword; and you will dash their children, and rip open their women with child.""",Then he set his countenance in a stare until he was ashamed; and the man of God wept.,"(1pt) According to 2 Kings 8:11, what was the man of God's reaction to the king's stare?",he wept,,
2 Kings 8:11,"And Elisha said to him, ""Go, say to him, ""You shall certainly recover.' However the LORD has shown me that he will really die."" Then he set his countenance in a stare until he was ashamed; and the man of God wept. And Hazael said, ""Why is my lord weeping?"" He answered, ""Because I know the evil that you will do to the children of Israel: Their strongholds you will set on fire, and their young men you will kill with the sword; and you will dash their children, and rip open their women with child.""",Then he set his countenance in a stare until he was ashamed; and the man of God wept.,"(1pt) According to 2 Kings 8:11, after the king of Syria was humiliated, what did he do?",he set his countenance in a stare,,
2 Kings 8:11,"And Elisha said to him, ""Go, say to him, ""You shall certainly recover.' However the LORD has shown me that he will really die."" Then he set his countenance in a stare until he was ashamed; and the man of God wept. And Hazael said, ""Why is my lord weeping?"" He answered, ""Because I know the evil that you will do to the children of Israel: Their strongholds you will set on fire, and their young men you will kill with the sword; and you will dash their children, and rip open their women with child.""",Then he set his countenance in a stare until he was ashamed; and the man of God wept.,"(1pt) According to 2 Kings 8:11, what did the king set in a stare?",his countenance,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, who came to Isaiah?",King Hezekiah's servants,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, who came to Isaiah?",The servants of King Hezekiah,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, what did Isaiah tell them to do?",King Hezekiah's servants came to Isaiah,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, to whom did the servants of King Hezekiah come?",To Isaiah,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, what happened after Isaiah's message to King Hezekiah?",Hezekiah's servants came to him,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, where did the servants of King Hezekiah go to find Isaiah?",Isaiah's house,,
2 Kings 19:5,"It may be that the LORD your God will hear all the words of the Rabshakeh, whom his master the king of Assyria has sent to reproach the living God, and will rebuke the words which the LORD your God has heard. Therefore lift up your prayer for the remnant that is left.""' So the servants of King Hezekiah came to Isaiah. And Isaiah said to them, ""Thus you shall say to your master, ""Thus says the LORD: ""Do not be afraid of the words which you have heard, with which the servants of the king of Assyria have blasphemed Me.",So the servants of King Hezekiah came to Isaiah.,"(1pt) According to 2 Kings 19:5, who sent his servants to Isaiah?",King Hezekiah,,
Jeremiah 35:4,"Then I took Jaazaniah the son of Jeremiah, the son of Habazziniah, his brothers and all his sons, and the whole house of the Rechabites, and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door. Then I set before the sons of the house of the Rechabites bowls full of wine, and cups; and I said to them, ""Drink wine.""","and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door.","(1pt) According to Jeremiah 35:4, who was the son of Igdaliah?",Hanan,,
Jeremiah 35:4,"Then I took Jaazaniah the son of Jeremiah, the son of Habazziniah, his brothers and all his sons, and the whole house of the Rechabites, and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door. Then I set before the sons of the house of the Rechabites bowls full of wine, and cups; and I said to them, ""Drink wine.""","and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door.","(1pt) According to Jeremiah 35:4, Maaseiah was the son of Shallum and what was his job?",The keeper of the door,,
Jeremiah 35:4,"Then I took Jaazaniah the son of Jeremiah, the son of Habazziniah, his brothers and all his sons, and the whole house of the Rechabites, and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door. Then I set before the sons of the house of the Rechabites bowls full of wine, and cups; and I said to them, ""Drink wine.""","and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door.","(1pt) According to Jeremiah 35:4, Maaseiah was the son of whom?",The son of Shallum,,
Jeremiah 35:4,"Then I took Jaazaniah the son of Jeremiah, the son of Habazziniah, his brothers and all his sons, and the whole house of the Rechabites, and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door. Then I set before the sons of the house of the Rechabites bowls full of wine, and cups; and I said to them, ""Drink wine.""","and I brought them into the house of the LORD, into the chamber of the sons of Hanan the son of Igdaliah, a man of God, which was by the chamber of the princes, above the chamber of Maaseiah the son of Shallum, the keeper of the door.","(1pt) According to Jeremiah 35:4, the chamber of the sons of Hanan was above what?",The chamber of Maaseiah the son of Shallum,,
Judges 19:9,"Then he arose early in the morning on the fifth day to depart, but the young woman's father said, ""Please refresh your heart."" So they delayed until afternoon; and both of them ate. And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home."" However, the man was not willing to spend that night; so he rose and departed, and came opposite Jebus (that is, Jerusalem). With him were the two saddled donkeys; his concubine was also with him.","And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home.""","(1pt) According to Judges 19:9, what did the old man say was coming to an end?",The day,,
Judges 19:9,"Then he arose early in the morning on the fifth day to depart, but the young woman's father said, ""Please refresh your heart."" So they delayed until afternoon; and both of them ate. And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home."" However, the man was not willing to spend that night; so he rose and departed, and came opposite Jebus (that is, Jerusalem). With him were the two saddled donkeys; his concubine was also with him.","And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home.""","(1pt) According to Judges 19:9, why did the father-in-law ask the man to spend the night?",The day is coming to an end,,
Judges 19:9,"Then he arose early in the morning on the fifth day to depart, but the young woman's father said, ""Please refresh your heart."" So they delayed until afternoon; and both of them ate. And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home."" However, the man was not willing to spend that night; so he rose and departed, and came opposite Jebus (that is, Jerusalem). With him were the two saddled donkeys; his concubine was also with him.","And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home.""","(1pt) According to Judges 19:9, who was the father-in-law of the man who was leaving?",The young woman's father,,
Judges 19:9,"Then he arose early in the morning on the fifth day to depart, but the young woman's father said, ""Please refresh your heart."" So they delayed until afternoon; and both of them ate. And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home."" However, the man was not willing to spend that night; so he rose and departed, and came opposite Jebus (that is, Jerusalem). With him were the two saddled donkeys; his concubine was also with him.","And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home.""","(1pt) According to Judges 19:9, what did the father-in-law ask the man to do so that his heart may be merry?",Lodge here,,
Judges 19:9,"Then he arose early in the morning on the fifth day to depart, but the young woman's father said, ""Please refresh your heart."" So they delayed until afternoon; and both of them ate. And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home."" However, the man was not willing to spend that night; so he rose and departed, and came opposite Jebus (that is, Jerusalem). With him were the two saddled donkeys; his concubine was also with him.","And when the man stood to depart--he and his concubine and his servant--his father-in-law, the young woman's father, said to him, ""Look, the day is now drawing toward evening; please spend the night. See, the day is coming to an end; lodge here, that your heart may be merry. Tomorrow go your way early, so that you may get home.""","(1pt) According to Judges 19:9, what did the father-in-law say to the man to indicate that he should spend the night?",The day is now drawing toward evening,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(2pts) According to 2 John 1:7, the man who does not confess Jesus Christ as coming in the flesh is called what?",(1) Deceiver and (2) Antichrist,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(1pt) According to 2 John 1:7, how many deceivers have gone out into the world?",Many,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(1pt) According to 2 John 1:7, who have gone out into the world?",Many deceivers who do not confess Jesus Christ as coming in the flesh,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(1pt) According to 2 John 1:7, what are those who do not confess Jesus Christ as coming in the flesh?",Deceivers and antichrists,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(1pt) According to 2 John 1:7, who have gone out into the world?",Many deceivers,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(1pt) According to 2 John 1:7, many deceivers have gone out into the world who do not confess Jesus Christ as coming how?",In the flesh,,
2 John 1:7,"This is love, that we walk according to His commandments. This is the commandment, that as you have heard from the beginning, you should walk in it. For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist. Look to yourselves, that we do not lose those things we worked for, but that we may receive a full reward.",For many deceivers have gone out into the world who do not confess Jesus Christ as coming in the flesh. This is a deceiver and an antichrist.,"(1pt) According to 2 John 1:7, who does the deceiver not confess as coming in the flesh?",Jesus Christ,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, what was lying at Boaz's feet?",A woman,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, how did the man feel at midnight?",Startled,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, who was lying at the feet of Boaz at midnight?",A man,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, what did Boaz do at midnight?",Startled and turned himself,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, what happened at midnight?",He was startled and turned himself,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, when was Boaz startled and turned himself?",At midnight,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, what was the woman doing when the man turned himself at midnight?",Lying at his feet,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, what did the man do when he was startled at midnight?",Turned himself,,
Ruth 3:8,"And after Boaz had eaten and drunk, and his heart was cheerful, he went to lie down at the end of the heap of grain; and she came softly, uncovered his feet, and lay down. Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet. And he said, ""Who are you?"" So she answered, ""I am Ruth, your maidservant. Take your maidservant under your wing, for you are a close relative.""","Now it happened at midnight that the man was startled, and turned himself; and there, a woman was lying at his feet.","(1pt) According to Ruth 3:8, what was lying at the feet of Boaz when he turned himself?",A woman was lying at his feet at midnight,,
2 Chronicles 3:9,"And he made the Most Holy Place. Its length was according to the width of the house, twenty cubits, and its width twenty cubits. He overlaid it with six hundred talents of fine gold. The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold. In the Most Holy Place he made two cherubim, fashioned by carving, and overlaid them with gold.",The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold.,"(1pt) According to 2 Chronicles 3:9, what did Solomon overlay with gold?",The upper area with gold,,
2 Chronicles 3:9,"And he made the Most Holy Place. Its length was according to the width of the house, twenty cubits, and its width twenty cubits. He overlaid it with six hundred talents of fine gold. The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold. In the Most Holy Place he made two cherubim, fashioned by carving, and overlaid them with gold.",The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold.,"(1pt) According to 2 Chronicles 3:9, what was the weight of the nails used in Solomon's house?",The weight of the nails was 50 shekels of gold,,
2 Chronicles 3:9,"And he made the Most Holy Place. Its length was according to the width of the house, twenty cubits, and its width twenty cubits. He overlaid it with six hundred talents of fine gold. The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold. In the Most Holy Place he made two cherubim, fashioned by carving, and overlaid them with gold.",The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold.,"(1pt) According to 2 Chronicles 3:9, what was overlaid with gold?",The upper area,,
2 Chronicles 3:9,"And he made the Most Holy Place. Its length was according to the width of the house, twenty cubits, and its width twenty cubits. He overlaid it with six hundred talents of fine gold. The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold. In the Most Holy Place he made two cherubim, fashioned by carving, and overlaid them with gold.",The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold.,"(1pt) According to 2 Chronicles 3:9, what was 50 shekels of gold?",The weight of the nails,,
2 Chronicles 3:9,"And he made the Most Holy Place. Its length was according to the width of the house, twenty cubits, and its width twenty cubits. He overlaid it with six hundred talents of fine gold. The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold. In the Most Holy Place he made two cherubim, fashioned by carving, and overlaid them with gold.",The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold.,"(1pt) According to 2 Chronicles 3:9, how much gold was used for the weight of the nails on the house of the Lord?",50 shekels of gold,,
2 Chronicles 3:9,"And he made the Most Holy Place. Its length was according to the width of the house, twenty cubits, and its width twenty cubits. He overlaid it with six hundred talents of fine gold. The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold. In the Most Holy Place he made two cherubim, fashioned by carving, and overlaid them with gold.",The weight of the nails was fifty shekels of gold; and he overlaid the upper area with gold.,"(1pt) According to 2 Chronicles 3:9, what did Solomon overlay the upper area of the house of the Lord with?",Gold,,
Colossians 4:6,"Walk in wisdom toward those who are outside, redeeming the time. Let your speech always be with grace, seasoned with salt, that you may know how you ought to answer each one. Tychicus, a beloved brother, faithful minister, and fellow servant in the Lord, will tell you all the news about me.","Let your speech always be with grace, seasoned with salt, that you may know how you ought to answer each one.","(1pt) According to Colossians 4:6, how is your speech to be?",With grace,,
