reference,additionalContext,verse,question,answer,grammaticality,acceptability
Hosea 1:4,"So he went and took Gomer the daughter of Diblaim, and she conceived and bore him a son. Then the LORD said to him: ""Call his name Jezreel, For in a little while I will avenge the bloodshed of Jezreel on the house of Jehu, And bring an end to the kingdom of the house of Israel. It shall come to pass in that day That I will break the bow of Israel in the Valley of Jezreel.""","Then the LORD said to him: ""Call his name Jezreel, For in a little while I will avenge the bloodshed of Jezreel on the house of Jehu, And bring an end to the kingdom of the house of Israel.","(1pt) According to Hosea 1:4, what name did God give to Hosea's son?",Jezreel,,
Hosea 1:4,"So he went and took Gomer the daughter of Diblaim, and she conceived and bore him a son. Then the LORD said to him: ""Call his name Jezreel, For in a little while I will avenge the bloodshed of Jezreel on the house of Jehu, And bring an end to the kingdom of the house of Israel. It shall come to pass in that day That I will break the bow of Israel in the Valley of Jezreel.""","Then the LORD said to him: ""Call his name Jezreel, For in a little while I will avenge the bloodshed of Jezreel on the house of Jehu, And bring an end to the kingdom of the house of Israel.","(1pt) According to Hosea 1:4, when would the Lord avenge the bloodshed of Jezreel on the house of Jehu?",In a little while,,
Hosea 1:4,"So he went and took Gomer the daughter of Diblaim, and she conceived and bore him a son. Then the LORD said to him: ""Call his name Jezreel, For in a little while I will avenge the bloodshed of Jezreel on the house of Jehu, And bring an end to the kingdom of the house of Israel. It shall come to pass in that day That I will break the bow of Israel in the Valley of Jezreel.""","Then the LORD said to him: ""Call his name Jezreel, For in a little while I will avenge the bloodshed of Jezreel on the house of Jehu, And bring an end to the kingdom of the house of Israel.","(1pt) According to Hosea 1:4, what would God do in a little while?",Avenge the bloodshed of Jezreel on the house of Jehu,,
Ezekiel 17:1,"And the word of the LORD came to me, saying, ""Son of man, pose a riddle, and speak a parable to the house of Israel,","And the word of the LORD came to me, saying,","(1pt) According to Ezekiel 17:1, to whom did the word of the Lord come?",Me,,
Ezekiel 17:1,"And the word of the LORD came to me, saying, ""Son of man, pose a riddle, and speak a parable to the house of Israel,","And the word of the LORD came to me, saying,","(1pt) According to Ezekiel 17:1, who gave Ezekiel a parable to speak?",The Lord,,
Ezekiel 17:1,"And the word of the LORD came to me, saying, ""Son of man, pose a riddle, and speak a parable to the house of Israel,","And the word of the LORD came to me, saying,","(1pt) According to Ezekiel 17:1, what came to Ezekiel?",The word of the Lord,,
Ezekiel 17:1,"And the word of the LORD came to me, saying, ""Son of man, pose a riddle, and speak a parable to the house of Israel,","And the word of the LORD came to me, saying,","(1pt) According to Ezekiel 17:1, how did Ezekiel get the idea to pose a riddle and speak a parable?",The word of the Lord came to me saying,,
Nehemiah 9:13,"Moreover You led them by day with a cloudy pillar, And by night with a pillar of fire, To give them light on the road Which they should travel. ""You came down also on Mount Sinai, And spoke with them from heaven, And gave them just ordinances and true laws, Good statutes and commandments. You made known to them Your holy Sabbath, And commanded them precepts, statutes and laws, By the hand of Moses Your servant.","""You came down also on Mount Sinai, And spoke with them from heaven, And gave them just ordinances and true laws, Good statutes and commandments.","(2pts) According to Nehemiah 9:13, when the Lord came down, where did He speak with them from?",(1) Mount Sinai (2) Heaven,,
Nehemiah 9:13,"Moreover You led them by day with a cloudy pillar, And by night with a pillar of fire, To give them light on the road Which they should travel. ""You came down also on Mount Sinai, And spoke with them from heaven, And gave them just ordinances and true laws, Good statutes and commandments. You made known to them Your holy Sabbath, And commanded them precepts, statutes and laws, By the hand of Moses Your servant.","""You came down also on Mount Sinai, And spoke with them from heaven, And gave them just ordinances and true laws, Good statutes and commandments.","(4pts) According to Nehemiah 9:13, what did the Lord give the Israelites when He came down on Mount Sinai?",(1) Just ordinances (2) True laws (3) Good statutes (4) Commandments,,
Leviticus 10:12,"and that you may teach the children of Israel all the statutes which the LORD has spoken to them by the hand of Moses."" And Moses spoke to Aaron, and to Eleazar and Ithamar, his sons who were left: ""Take the grain offering that remains of the offerings made by fire to the LORD, and eat it without leaven beside the altar; for it is most holy. You shall eat it in a holy place, because it is your due and your sons' due, of the sacrifices made by fire to the LORD; for so I have been commanded.","And Moses spoke to Aaron, and to Eleazar and Ithamar, his sons who were left: ""Take the grain offering that remains of the offerings made by fire to the LORD, and eat it without leaven beside the altar; for it is most holy.","(1pt) According to Leviticus 10:12, what did Moses say the grain offering that remained was?",(1) Most holy,,
Leviticus 10:12,"and that you may teach the children of Israel all the statutes which the LORD has spoken to them by the hand of Moses."" And Moses spoke to Aaron, and to Eleazar and Ithamar, his sons who were left: ""Take the grain offering that remains of the offerings made by fire to the LORD, and eat it without leaven beside the altar; for it is most holy. You shall eat it in a holy place, because it is your due and your sons' due, of the sacrifices made by fire to the LORD; for so I have been commanded.","And Moses spoke to Aaron, and to Eleazar and Ithamar, his sons who were left: ""Take the grain offering that remains of the offerings made by fire to the LORD, and eat it without leaven beside the altar; for it is most holy.","(4pts) According to Leviticus 10:12, who were the 4 people that Moses spoke to?",(1) Moses (2) Aaron (3) Eleazar (4) Ithamar,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, in whose sight did the Lord give the people favor?",The Egyptians,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, in whose sight was Moses very great?",Pharaoh's servants,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, who gave the people favor in the sight of the Egyptians?",The Lord,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, who was very great in the land of Egypt?",Moses,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(2pts) According to Exodus 11:3, in whose sight was Moses very great in the land of Egypt?",(1) In the sight of Pharaoh's servants (2) In the sight of the people,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, how was Moses described in the land of Egypt?",Very great,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, in whose sight was Moses very great?",The people,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, what did the Lord give the people in the sight of the Egyptians?",Favor,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, who was very great in the land of Egypt?",The man Moses,,
Exodus 11:3,"Speak now in the hearing of the people, and let every man ask from his neighbor and every woman from her neighbor, articles of silver and articles of gold."" And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people. Then Moses said, ""Thus says the LORD: ""About midnight I will go out into the midst of Egypt;","And the LORD gave the people favor in the sight of the Egyptians. Moreover the man Moses was very great in the land of Egypt, in the sight of Pharaoh's servants and in the sight of the people.","(1pt) According to Exodus 11:3, where was Moses very great?",In the land of Egypt,,
1 Corinthians 10:16,"I speak as to wise men; judge for yourselves what I say. The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ? For we, though many, are one bread and one body; for we all partake of that one bread.","The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?","(1pt) According to 1 Corinthians 10:16, what is the communion of the blood of Christ?",the cup of blessing which we bless,,
1 Corinthians 10:16,"I speak as to wise men; judge for yourselves what I say. The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ? For we, though many, are one bread and one body; for we all partake of that one bread.","The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?","(1pt) According to 1 Corinthians 10:16, what does Paul say that the communion of the blood of Christ is?",the cup of blessing,,
1 Corinthians 10:16,"I speak as to wise men; judge for yourselves what I say. The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ? For we, though many, are one bread and one body; for we all partake of that one bread.","The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?","(1pt) According to 1 Corinthians 10:16, the cup of blessing which we do what with, is it not the communion of the blood of Christ?",bless,,
1 Corinthians 10:16,"I speak as to wise men; judge for yourselves what I say. The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ? For we, though many, are one bread and one body; for we all partake of that one bread.","The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?","(1pt) According to 1 Corinthians 10:16, Paul says that what is the communion of the body of Christ?",the bread,,
1 Corinthians 10:16,"I speak as to wise men; judge for yourselves what I say. The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ? For we, though many, are one bread and one body; for we all partake of that one bread.","The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?","(1pt) According to 1 Corinthians 10:16, what is the communion of the body of Christ?",the bread which we break,,
1 Corinthians 10:16,"I speak as to wise men; judge for yourselves what I say. The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ? For we, though many, are one bread and one body; for we all partake of that one bread.","The cup of blessing which we bless, is it not the communion of the blood of Christ? The bread which we break, is it not the communion of the body of Christ?","(1pt) According to 1 Corinthians 10:16, what is the bread which we break?",the communion of the body of Christ,,
Joel 3:1,"""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem, I will also gather all nations, And bring them down to the Valley of Jehoshaphat; And I will enter into judgment with them there On account of My people, My heritage Israel, Whom they have scattered among the nations; They have also divided up My land.","""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem,","(1pt) According to Joel 3:1, who will the Lord bring back?",The captives of Judah and Jerusalem,,
Joel 3:1,"""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem, I will also gather all nations, And bring them down to the Valley of Jehoshaphat; And I will enter into judgment with them there On account of My people, My heritage Israel, Whom they have scattered among the nations; They have also divided up My land.","""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem,","(1pt) According to Joel 3:1, what will God bring back?",The captives,,
Joel 3:1,"""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem, I will also gather all nations, And bring them down to the Valley of Jehoshaphat; And I will enter into judgment with them there On account of My people, My heritage Israel, Whom they have scattered among the nations; They have also divided up My land.","""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem,","(1pt) According to Joel 3:1, when will God bring back the captives of Judah and Jerusalem?",In those days and at that time,,
Joel 3:1,"""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem, I will also gather all nations, And bring them down to the Valley of Jehoshaphat; And I will enter into judgment with them there On account of My people, My heritage Israel, Whom they have scattered among the nations; They have also divided up My land.","""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem,","(1pt) According to Joel 3:1, in those days and at that time, the Lord will bring back the captives of what places?",Judah and Jerusalem,,
Joel 3:1,"""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem, I will also gather all nations, And bring them down to the Valley of Jehoshaphat; And I will enter into judgment with them there On account of My people, My heritage Israel, Whom they have scattered among the nations; They have also divided up My land.","""For behold, in those days and at that time, When I bring back the captives of Judah and Jerusalem,","(1pt) According to Joel 3:1, what will the Lord do to the captives of Judah and Jerusalem?",Bring them back,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(1pt) According to Nehemiah 5:8, after Nehemiah asked the nobles and rulers if they would sell their brethren, they were silenced and found what?",Nothing to say,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(1pt) According to Nehemiah 5:8, Nehemiah asked the nobles and rulers if they would even sell whom?",Their brethren,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(1pt) According to Nehemiah 5:8, after Nehemiah asked if the nobles would sell their brethren, what were they?",Silenced,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(2pts) According to Nehemiah 5:8, Nehemiah asked the nobles and rulers if they would sell their brethren. What had they done to their brethren?",(1) Redeemed them (2) Sold them to the nations,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(1pt) According to Nehemiah 5:8, to whom did Nehemiah say that the Jews had redeemed ""according to our ability""?",Our Jewish brethren who were sold to the nations,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(1pt) According to Nehemiah 5:8, to whom had the Jews been sold?",To the nations,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(2pts) According to Nehemiah 5:8, after Nehemiah said that the Jews had redeemed their brethren who were sold to the nations, he asked the nobles if they would do what?",(1) Will you even sell your brethren? (2) or should they be sold to us?,,
Nehemiah 5:8,"After serious thought, I rebuked the nobles and rulers, and said to them, ""Each of you is exacting usury from his brother."" So I called a great assembly against them. And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say. Then I said, ""What you are doing is not good. Should you not walk in the fear of our God because of the reproach of the nations, our enemies?","And I said to them, ""According to our ability we have redeemed our Jewish brethren who were sold to the nations. Now indeed, will you even sell your brethren? Or should they be sold to us?"" Then they were silenced and found nothing to say.","(1pt) According to Nehemiah 5:8, how had the Jews redeemed their brethren who were sold to the nations?",According to our ability,,
