reference,additionalContext,verse,question,answer,grammaticality,acceptability
Judges 13:3,"Now there was a certain man from Zorah, of the family of the Danites, whose name was Manoah; and his wife was barren and had no children. And the Angel of the LORD appeared to the woman and said to her, ""Indeed now, you are barren and have borne no children, but you shall conceive and bear a son. Now therefore, please be careful not to drink wine or similar drink, and not to eat anything unclean.","And the Angel of the LORD appeared to the woman and said to her, ""Indeed now, you are barren and have borne no children, but you shall conceive and bear a son.","(1pt) According to Judges 13:3, who appeared to the woman and told her she was barren and had borne no children?",The Angel of the Lord,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(1pt) According to Isaiah 30:7, who will help in vain and to no purpose?",The Egyptians,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(1pt) According to Isaiah 30:7, what has the Lord called Egypt?",Rahab-Hem-Shebeth,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(2pts) According to Isaiah 30:7, how does the Lord say the Egyptians will help?",(1) In vain (2) to no purpose,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(1pt) According to Isaiah 30:7, what reason does the Lord give for calling ""her""  Rahab-Hem-Shebeth?",The Egyptians shall help in vain and to no purpose,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(1pt) According to Isaiah 30:7, what will the Egyptians do in vain and to no purpose?",Help her,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(2pts) According to Isaiah 30:7, what does God say the Egyptians will do?",(1) Help in vain and to no purpose (2) and I have called her Rahab-Hem-Shebeth,,
Isaiah 30:7,"The burden against the beasts of the South. Through a land of trouble and anguish, From which came the lioness and lion, The viper and fiery flying serpent, They will carry their riches on the backs of young donkeys, And their treasures on the humps of camels, To a people who shall not profit; For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth. Now go, write it before them on a tablet, And note it on a scroll, That it may be for time to come, Forever and ever:",For the Egyptians shall help in vain and to no purpose. Therefore I have called her Rahab-Hem-Shebeth.,"(1pt) According to Isaiah 30:7, why will the Egyptians help in vain?",No purpose,,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(3pts) According to Revelation 10:1, what three things were ""like"" what?","(1) his head, (2) his face, (3) his feet",,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(1pt) According to Revelation 10:1, who came down from heaven?",Another mighty angel,,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(1pt) According to Revelation 10:1, the mighty angel that John saw was clothed with a cloud and had a rainbow on his head. From where was he coming?",Heaven,,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(1pt) According to Revelation 10:1, where was the mighty angel?",Coming down from heaven,,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(1pt) According to Revelation 10:1, what were the mighty angel's feet like?",Pillars of fire,,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(2pts) According to Revelation 10:1, the mighty angel who came down from heaven had a face like what?","(1) the sun, (2) pillars of fire",,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(1pt) According to Revelation 10:1, what did John see coming down from heaven?",A mighty angel,,
Revelation 10:1,"I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire. He had a little book open in his hand. And he set his right foot on the sea and his left foot on the land,","I saw still another mighty angel coming down from heaven, clothed with a cloud. And a rainbow was on his head, his face was like the sun, and his feet like pillars of fire.","(2pts) According to Revelation 10:1, what two things were on the mighty angel who came down from heaven?","(1) a cloud, (2) a rainbow",,
Deuteronomy 25:13,"then you shall cut off her hand; your eye shall not pity her. ""You shall not have in your bag differing weights, a heavy and a light. You shall not have in your house differing measures, a large and a small.","""You shall not have in your bag differing weights, a heavy and a light.","(1pt) According to Deuteronomy 25:13, what were not to be in your bag?","Differing weights, a heavy and a light",,
Deuteronomy 25:13,"then you shall cut off her hand; your eye shall not pity her. ""You shall not have in your bag differing weights, a heavy and a light. You shall not have in your house differing measures, a large and a small.","""You shall not have in your bag differing weights, a heavy and a light.","(1pt) According to Deuteronomy 25:13, how many measures were not to be in your house?",Differing,,
Deuteronomy 25:13,"then you shall cut off her hand; your eye shall not pity her. ""You shall not have in your bag differing weights, a heavy and a light. You shall not have in your house differing measures, a large and a small.","""You shall not have in your bag differing weights, a heavy and a light.","(2pts) According to Deuteronomy 25:13, you are not to have in your bag differing weights. What weights?",(1) A heavy (2) A light,,
Deuteronomy 25:13,"then you shall cut off her hand; your eye shall not pity her. ""You shall not have in your bag differing weights, a heavy and a light. You shall not have in your house differing measures, a large and a small.","""You shall not have in your bag differing weights, a heavy and a light.","(1pt) According to Deuteronomy 25:13, what shall not be in your bag?",Differing weights,,
Deuteronomy 25:13,"then you shall cut off her hand; your eye shall not pity her. ""You shall not have in your bag differing weights, a heavy and a light. You shall not have in your house differing measures, a large and a small.","""You shall not have in your bag differing weights, a heavy and a light.","(1pt) According to Deuteronomy 25:13, where are you not to have differing weights?","In your bag, a heavy and a light",,
Deuteronomy 25:13,"then you shall cut off her hand; your eye shall not pity her. ""You shall not have in your bag differing weights, a heavy and a light. You shall not have in your house differing measures, a large and a small.","""You shall not have in your bag differing weights, a heavy and a light.","(1pt) According to Deuteronomy 25:13, where are you not to have differing weights?",In your bag,,
Joshua 15:32,"Ziklag, Madmannah, Sansannah, Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages. In the lowland: Eshtaol, Zorah, Ashnah,","Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages.","(1pt) According to Joshua 15:32, how many cities and their villages did Judah have?",29 cities and their villages,,
Joshua 15:32,"Ziklag, Madmannah, Sansannah, Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages. In the lowland: Eshtaol, Zorah, Ashnah,","Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages.","(1pt) According to Joshua 15:32, what did Joshua say that the cities in the Negeb were?",The 29 cities with their villages,,
Joshua 15:32,"Ziklag, Madmannah, Sansannah, Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages. In the lowland: Eshtaol, Zorah, Ashnah,","Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages.","(1pt) According to Joshua 15:32, what city was in the lowland?",Shilim,,
Joshua 15:32,"Ziklag, Madmannah, Sansannah, Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages. In the lowland: Eshtaol, Zorah, Ashnah,","Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages.","(4pts) According to Joshua 15:32, what 4 cities were in the lowland?",(1) Lebaoth (2) Shilim (3) Ain (4) Rimmon,,
Joshua 15:32,"Ziklag, Madmannah, Sansannah, Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages. In the lowland: Eshtaol, Zorah, Ashnah,","Lebaoth, Shilhim, Ain, and Rimmon: all the cities are twenty-nine, with their villages.","(1pt) According to Joshua 15:32, what city was in the lowlands?",Lebaoth,,
Amos 9:11,"All the sinners of My people shall die by the sword, Who say, ""The calamity shall not overtake nor confront us.' ""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old; That they may possess the remnant of Edom, And all the Gentiles who are called by My name,"" Says the LORD who does this thing.","""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old;","(1pt) According to Amos 9:11, when the Lord raises up the tabernacle of David, and repairs its damages, and raises up its ruins, and rebuilds it, He will do it as in what time?",The days of old,,
Amos 9:11,"All the sinners of My people shall die by the sword, Who say, ""The calamity shall not overtake nor confront us.' ""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old; That they may possess the remnant of Edom, And all the Gentiles who are called by My name,"" Says the LORD who does this thing.","""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old;","(1pt) According to Amos 9:11, on that day, the Lord will raise up the tabernacle of whom?",David,,
Amos 9:11,"All the sinners of My people shall die by the sword, Who say, ""The calamity shall not overtake nor confront us.' ""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old; That they may possess the remnant of Edom, And all the Gentiles who are called by My name,"" Says the LORD who does this thing.","""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old;","(1pt) According to Amos 9:11, what will the Lord do to the tabernacle of David?",Raise it up as in the days of old,,
Amos 9:11,"All the sinners of My people shall die by the sword, Who say, ""The calamity shall not overtake nor confront us.' ""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old; That they may possess the remnant of Edom, And all the Gentiles who are called by My name,"" Says the LORD who does this thing.","""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old;","(1pt) According to Amos 9:11, on that day, what will the Lord raise up?",The tabernacle of David which has fallen down,,
Amos 9:11,"All the sinners of My people shall die by the sword, Who say, ""The calamity shall not overtake nor confront us.' ""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old; That they may possess the remnant of Edom, And all the Gentiles who are called by My name,"" Says the LORD who does this thing.","""On that day I will raise up The tabernacle of David, which has fallen down, And repair its damages; I will raise up its ruins, And rebuild it as in the days of old;","(1pt) According to Amos 9:11, what will the Lord raise up on that day?",The ruins of the tabernacle of David,,
Amos 8:9,"Shall the land not tremble for this, And everyone mourn who dwells in it? All of it shall swell like the River, Heave and subside Like the River of Egypt. ""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight; I will turn your feasts into mourning, And all your songs into lamentation; I will bring sackcloth on every waist, And baldness on every head; I will make it like mourning for an only son, And its end like a bitter day.","""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight;","(1pt) According to Amos 8:9, when does the Lord God darken the earth?",in broad daylight,,
Amos 8:9,"Shall the land not tremble for this, And everyone mourn who dwells in it? All of it shall swell like the River, Heave and subside Like the River of Egypt. ""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight; I will turn your feasts into mourning, And all your songs into lamentation; I will bring sackcloth on every waist, And baldness on every head; I will make it like mourning for an only son, And its end like a bitter day.","""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight;","(1pt) According to Amos 8:9, when will the Lord God make the sun go down at noon and darken the earth in broad daylight?",in that day,,
Amos 8:9,"Shall the land not tremble for this, And everyone mourn who dwells in it? All of it shall swell like the River, Heave and subside Like the River of Egypt. ""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight; I will turn your feasts into mourning, And all your songs into lamentation; I will bring sackcloth on every waist, And baldness on every head; I will make it like mourning for an only son, And its end like a bitter day.","""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight;","(1pt) According to Amos 8:9, in that day, what will God darken?",the earth,,
Amos 8:9,"Shall the land not tremble for this, And everyone mourn who dwells in it? All of it shall swell like the River, Heave and subside Like the River of Egypt. ""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight; I will turn your feasts into mourning, And all your songs into lamentation; I will bring sackcloth on every waist, And baldness on every head; I will make it like mourning for an only son, And its end like a bitter day.","""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight;","(2pts) According to Amos 8:9, what two things will the Lord God do in that day?",(1) make the sun go down at noon (2) darken the earth in broad daylight,,
Amos 8:9,"Shall the land not tremble for this, And everyone mourn who dwells in it? All of it shall swell like the River, Heave and subside Like the River of Egypt. ""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight; I will turn your feasts into mourning, And all your songs into lamentation; I will bring sackcloth on every waist, And baldness on every head; I will make it like mourning for an only son, And its end like a bitter day.","""And it shall come to pass in that day,"" says the Lord GOD, ""That I will make the sun go down at noon, And I will darken the earth in broad daylight;","(1pt) According to Amos 8:9, what will God make go down at noon?",the sun,,
Leviticus 8:24,"and Moses killed it. Also he took some of its blood and put it on the tip of Aaron's right ear, on the thumb of his right hand, and on the big toe of his right foot. Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar. Then he took the fat and the fat tail, all the fat that was on the entrails, the fatty lobe attached to the liver, the two kidneys and their fat, and the right thigh;","Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar.","(3pts) According to Leviticus 8:24, what three places did Moses put some of the blood on Aaron's sons?",(1) the tips of their right ears (2) the thumbs of their right hands (3) the big toes of their right feet,,
Leviticus 8:24,"and Moses killed it. Also he took some of its blood and put it on the tip of Aaron's right ear, on the thumb of his right hand, and on the big toe of his right foot. Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar. Then he took the fat and the fat tail, all the fat that was on the entrails, the fatty lobe attached to the liver, the two kidneys and their fat, and the right thigh;","Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar.","(1pt) According to Leviticus 8:24, who sprinkled the blood all around on the altar?",Moses,,
Leviticus 8:24,"and Moses killed it. Also he took some of its blood and put it on the tip of Aaron's right ear, on the thumb of his right hand, and on the big toe of his right foot. Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar. Then he took the fat and the fat tail, all the fat that was on the entrails, the fatty lobe attached to the liver, the two kidneys and their fat, and the right thigh;","Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar.","(1pt) According to Leviticus 8:24, on what did Moses sprinkle the blood?",The altar,,
Leviticus 8:24,"and Moses killed it. Also he took some of its blood and put it on the tip of Aaron's right ear, on the thumb of his right hand, and on the big toe of his right foot. Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar. Then he took the fat and the fat tail, all the fat that was on the entrails, the fatty lobe attached to the liver, the two kidneys and their fat, and the right thigh;","Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar.","(2pts) According to Leviticus 8:24, where did Moses sprinkle the blood?",(1) on the altar (2) all around,,
Leviticus 8:24,"and Moses killed it. Also he took some of its blood and put it on the tip of Aaron's right ear, on the thumb of his right hand, and on the big toe of his right foot. Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar. Then he took the fat and the fat tail, all the fat that was on the entrails, the fatty lobe attached to the liver, the two kidneys and their fat, and the right thigh;","Then he brought Aaron's sons. And Moses put some of the blood on the tips of their right ears, on the thumbs of their right hands, and on the big toes of their right feet. And Moses sprinkled the blood all around on the altar.","(1pt) According to Leviticus 8:24, what did Moses sprinkle all around the altar?",The blood,,
Haggai 2:3,"""Speak now to Zerubbabel the son of Shealtiel, governor of Judah, and to Joshua the son of Jehozadak, the high priest, and to the remnant of the people, saying: ""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing? Yet now be strong, Zerubbabel,' says the LORD; ""and be strong, Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land,' says the LORD, ""and work; for I am with you,' says the LORD of hosts.","""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing?","(1pt) According to Haggai 2:3, what did the people see in its former glory?",the temple,,
Haggai 2:3,"""Speak now to Zerubbabel the son of Shealtiel, governor of Judah, and to Joshua the son of Jehozadak, the high priest, and to the remnant of the people, saying: ""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing? Yet now be strong, Zerubbabel,' says the LORD; ""and be strong, Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land,' says the LORD, ""and work; for I am with you,' says the LORD of hosts.","""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing?","(2pts) According to Haggai 2:3, Haggai asked ""who is left among you"" who saw the temple how?",(1) in its former glory (2) now,,
Haggai 2:3,"""Speak now to Zerubbabel the son of Shealtiel, governor of Judah, and to Joshua the son of Jehozadak, the high priest, and to the remnant of the people, saying: ""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing? Yet now be strong, Zerubbabel,' says the LORD; ""and be strong, Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land,' says the LORD, ""and work; for I am with you,' says the LORD of hosts.","""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing?","(1pt) According to Haggai 2:3, compared to the temple in its former glory, what is this temple in the eyes of the people?",nothing,,
Haggai 2:3,"""Speak now to Zerubbabel the son of Shealtiel, governor of Judah, and to Joshua the son of Jehozadak, the high priest, and to the remnant of the people, saying: ""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing? Yet now be strong, Zerubbabel,' says the LORD; ""and be strong, Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land,' says the LORD, ""and work; for I am with you,' says the LORD of hosts.","""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing?","(1pt) According to Haggai 2:3, what did Haggai ask how the people saw it now?",this temple,,
Haggai 2:3,"""Speak now to Zerubbabel the son of Shealtiel, governor of Judah, and to Joshua the son of Jehozadak, the high priest, and to the remnant of the people, saying: ""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing? Yet now be strong, Zerubbabel,' says the LORD; ""and be strong, Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land,' says the LORD, ""and work; for I am with you,' says the LORD of hosts.","""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing?","(1pt) According to Haggai 2:3, what did Haggai ask who was left among the people if they had seen?",this temple in its former glory,,
Haggai 2:3,"""Speak now to Zerubbabel the son of Shealtiel, governor of Judah, and to Joshua the son of Jehozadak, the high priest, and to the remnant of the people, saying: ""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing? Yet now be strong, Zerubbabel,' says the LORD; ""and be strong, Joshua, son of Jehozadak, the high priest; and be strong, all you people of the land,' says the LORD, ""and work; for I am with you,' says the LORD of hosts.","""Who is left among you who saw this temple in its former glory? And how do you see it now? In comparison with it, is this not in your eyes as nothing?","(1pt) According to Haggai 2:3, how did God ask the people to view the temple now?",in comparison with it,,
